#
# RSPConnections_Cobalt
#
# $Id: $
#
# List of Connections between RSP boards and the Cobalt nodes at CEP.
#
# The Core stations have two possible connections: one for 
# 1x48 HBA tiles, one for 2x24 HBA tiles. These have two separate 
# entries in this file.
#
#                IMPORTANT !!!!!! BEWARE
#
# 	The items in the seperate lines of this file must be seperated by either a SINGLE whitespace or a single tab!!!!
#	Furthermore, this file is read by PVSS controllers to fill in the database, ANY change could possibly have an impact
#	on PVSS, so please double check. In case of doubt, contact the PVSS maintainer
#
# Reroute to Cobalt, valid from 2013-10-29.
# The Cobalt machines are put behind the BG-x switches, replacing R01.
#
# The network configuration is as follows:
#
# BG0 -> cbt001
# BG0 -> cbt002
# BG1 -> cbt003
# BG1 -> cbt004
# BG2 -> cbt005
# BG2 -> cbt006
# BG3 -> cbt007
# BG3 -> cbt008
# BG2 -> cbt009

# CS001 -> BG3
CS301 RSP_0 cbt005-10GB03 10.168.100.3 A0:36:9F:1F:79:E0
CS301 RSP_1 cbt005-10GB03 10.168.100.3 A0:36:9F:1F:79:E0

# CS302 -> BG1
CS302 RSP_0 cbt004-10GB04 10.168.99.4 A0:36:9F:1F:7A:06
CS302 RSP_1 cbt004-10GB04 10.168.99.4 A0:36:9F:1F:7A:06

# CS401 -> BG3
CS401 RSP_0 cbt007-10GB03 10.168.102.3 A0:36:9F:1F:7B:3C
CS401 RSP_1 cbt007-10GB03 10.168.102.3 A0:36:9F:1F:7B:3C

# CS501 -> BG2
CS501 RSP_0 cbt006-10GB03 10.168.101.3 A0:36:9F:1F:7A:34
CS501 RSP_1 cbt006-10GB03 10.168.101.3 A0:36:9F:1F:7A:34

# RS104 -> BG0
RS104 RSP_0 cbt002-10GB03 10.168.97.3 A0:36:9F:1F:79:A0

# RS106 -> BG3
RS106 RSP_0 cbt008-10GB03 10.168.103.3 A0:36:9F:1F:7B:68

# RS205 -> BG3
RS205 RSP_0 cbt007-10GB04 10.168.102.4 A0:36:9F:1F:7B:3E

# RS208 -> BG0
RS208 RSP_0 cbt001-10GB04 10.168.96.4 A0:36:9F:1F:7B:46

# RS210 -> BG2
RS210 RSP_0 cbt005-10GB03 10.168.100.3 A0:36:9F:1F:79:E0

# RS305 -> BG2
RS305 RSP_0 cbt006-10GB04 10.168.101.4 A0:36:9F:1F:7A:36

# RS306 -> BG2
RS306 RSP_0 cbt005-10GB01 10.168.100.1 A0:36:9F:1F:7B:74

# RS307 -> BG3
RS307 RSP_0 cbt008-10GB04 10.168.103.4 A0:36:9F:1F:7B:6A

# RS310 -> BG0
RS310 RSP_0 cbt002-10GB04 10.168.97.4 A0:36:9F:1F:79:A2

# RS406 -> BG3
RS406 RSP_0 cbt007-10GB03 10.168.102.3 A0:36:9F:1F:7B:3C

# RS407 -> BG0
RS407 RSP_0 cbt001-10GB04 10.168.96.4 A0:36:9F:1F:7B:46

# RS409 -> BG0
RS409 RSP_0 cbt002-10GB03 10.168.97.3 A0:36:9F:1F:79:A0

# RS410 -> BG0
RS410 RSP_0 cbt002-10GB04 10.168.97.4 A0:36:9F:1F:79:A2

# RS503 -> BG2
RS503 RSP_0 cbt006-10GB04 10.168.101.4 A0:36:9F:1F:7A:36

# RS508 -> BG3
RS508 RSP_0 cbt008-10GB03 10.168.103.3 A0:36:9F:1F:7B:68

# RS509 -> BG3
RS509 RSP_0 cbt007-10GB04 10.168.102.4 A0:36:9F:1F:7B:3E

# DE601 -> BG3
DE601 RSP_0 cbt008-10GB04 10.211.1.50 00:12:F2:C6:BB:00 
DE601 RSP_0 cbt008-10GB04 10.212.1.50 00:12:F2:C6:BB:00 
DE601 RSP_0 cbt008-10GB04 10.213.1.50 00:12:F2:C6:BB:00 
DE601 RSP_0 cbt008-10GB04 10.214.1.50 00:12:F2:C6:BB:00 

# DE602 -> BG1
DE602 RSP_0 cbt003-10GB04 10.200.41.50	00:12:F2:C6:C1:00

# DE603 -> BG1
DE603 RSP_0 cbt004-10GB04 10.211.3.50	00:12:F2:C6:C1:00
DE603 RSP_0 cbt004-10GB04 10.212.3.50	00:12:F2:C6:C1:00
DE603 RSP_0 cbt004-10GB04 10.213.3.50	00:12:F2:C6:C1:00
DE603 RSP_0 cbt004-10GB04 10.214.3.50	00:12:F2:C6:C1:00

# DE604 -> BG1
DE604 RSP_0 cbt003-10GB04 10.200.81.50	00:12:F2:C6:C1:00

# DE605 -> BG3
DE605 RSP_0 cbt008-10GB04 10.211.5.50 00:12:F2:C6:BB:00
DE605 RSP_0 cbt008-10GB04 10.212.5.50 00:12:F2:C6:BB:00
DE605 RSP_0 cbt008-10GB04 10.213.5.50 00:12:F2:C6:BB:00
DE605 RSP_0 cbt008-10GB04 10.214.5.50 00:12:F2:C6:BB:00

# FR606 -> BG2
FR606 RSP_0 cbt005-10GB04 10.211.6.50 00:12:F2:C4:C6:00
FR606 RSP_0 cbt005-10GB04 10.212.6.50 00:12:F2:C4:C6:00
FR606 RSP_0 cbt005-10GB04 10.213.6.50 00:12:F2:C4:C6:00
FR606 RSP_0 cbt005-10GB04 10.214.6.50 00:12:F2:C4:C6:00

# SE607 -> BG2
SE607 RSP_0 cbt006-10GB04 10.211.7.50 00:12:F2:C4:C6:00
SE607 RSP_0 cbt006-10GB04 10.212.7.50 00:12:F2:C4:C6:00
SE607 RSP_0 cbt006-10GB04 10.213.7.50 00:12:F2:C4:C6:00
SE607 RSP_0 cbt006-10GB04 10.214.7.50 00:12:F2:C4:C6:00

# UK608 -> BG2
UK608 RSP_0 cbt005-10GB04 10.211.8.50 00:12:F2:C4:C6:00
UK608 RSP_0 cbt005-10GB04 10.212.8.50 00:12:F2:C4:C6:00
UK608 RSP_0 cbt005-10GB04 10.213.8.50 00:12:F2:C4:C6:00
UK608 RSP_0 cbt005-10GB04 10.214.8.50 00:12:F2:C4:C6:00
