#
# RSPConnections_CCU.dat (for CCU)
#
# $Id: RSPConnections_CCU.dat 22265 2012-10-09 13:13:58Z schoenmakers $
#
# List of Connections between RSP boards and the BG/P at CEP.
# Each station can have four RSP boards broadcasting at the same
# time; they all connect to the same BG/P I/O node. Thence, there
# is only one entry per station.
#
# The Core stations have two possible connections: one for
# 1x48 HBA tiles, one for 2x24 HBA tiles. These have two separate
# entries in this file.
#
# The International stations are connected through a VLAN and the
# connections indicate the IP, MAC of the router nodes these are
# connected to.
#
# There are separate entres for partition R00 and R01 as these are
# physically different nodes
#
# This file must be updated by hand if there are changes in the BG 
# configuration.
#
CS101 RSP_0 R01-M1-N04-J00 10.170.1.145 00:14:5E:7D:94:86
CS101 RSP_1 R00-M0-N04-J00 10.170.0.17 00:14:5E:7D:18:17
CS101 RSP_1 R01-M0-N04-J00 10.170.1.17 00:14:5E:7D:96:38
CS103 RSP_0 R00-M1-N11-J00 10.170.0.173 00:14:5E:7D:95:54
CS103 RSP_0 R01-M1-N11-J00 10.170.1.173 00:14:5E:7D:97:98
CS103 RSP_1 R00-M0-N11-J00 10.170.0.45 00:14:5E:7D:18:CF
CS103 RSP_1 R01-M0-N11-J00 10.170.1.45 00:14:5E:7D:17:CD
CS201 RSP_0 R00-M1-N05-J01 10.170.0.150 00:14:5E:7D:16:84
CS201 RSP_0 R01-M1-N05-J01 10.170.1.150 00:14:5E:7D:1B:7E
CS201 RSP_1 R00-M0-N05-J01 10.170.0.22 00:14:5E:7D:16:0E
CS201 RSP_1 R01-M0-N05-J01 10.170.1.22 00:14:5E:7D:94:81
CS301 RSP_0 R00-M1-N06-J01 10.170.0.154 00:14:5E:7D:19:7C
CS301 RSP_0 R01-M1-N06-J01 10.170.1.154 00:14:5E:7D:1B:78
CS301 RSP_1 R00-M0-N06-J01 10.170.0.26 00:14:5E:7D:1C:7E
CS301 RSP_1 R01-M0-N06-J01 10.170.1.26 00:14:5E:7D:33:5C
CS302 RSP_0 R00-M0-N13-J00 10.170.0.53 00:14:5E:7D:90:E4
CS302 RSP_0 R01-M0-N13-J00 10.170.1.53 00:14:5E:7D:97:BA
CS302 RSP_1 R00-M0-N13-J01 10.170.0.54 00:14:5E:7D:90:E5
CS302 RSP_1 R01-M0-N13-J01 10.170.1.54 00:14:5E:7D:97:BB
CS401 RSP_0 R00-M1-N07-J01 10.170.0.158 00:14:5E:7D:95:3D
CS401 RSP_0 R01-M1-N07-J01 10.170.1.158 00:14:5E:7D:94:A5
CS401 RSP_1 R00-M0-N07-J01 10.170.0.30 00:14:5E:7D:17:7C
CS401 RSP_1 R01-M0-N07-J01 10.170.1.30 00:14:5E:7D:95:05
CS501 RSP_0 R00-M1-N10-J00 10.170.0.169 00:14:5E:7D:95:3E
CS501 RSP_0 R01-M1-N10-J00 10.170.1.169 00:14:5E:7D:95:DE
CS501 RSP_1 R00-M0-N10-J00 10.170.0.41 00:14:5E:7D:1C:09
CS501 RSP_1 R01-M0-N10-J00 10.170.1.41 00:14:5E:7D:92:AE
RS104 RSP_0 R00-M0-N08-J01 10.170.0.34 00:14:5E:7D:95:59
RS104 RSP_0 R01-M0-N08-J01 10.170.1.34 00:14:5E:7D:1D:1C
RS106 RSP_0 R00-M1-N11-J01 10.170.0.174 00:14:5E:7D:95:55
RS106 RSP_0 R01-M1-N11-J01 10.170.1.174 00:14:5E:7D:97:99
RS205 RSP_0 R00-M0-N11-J01 10.170.0.46 00:14:5E:7D:18:D0
RS205 RSP_0 R01-M0-N11-J01 10.170.1.46 00:14:5E:7D:17:CE
RS208 RSP_0 R00-M1-N08-J01 10.170.0.162 00:14:5E:7D:94:47
RS208 RSP_0 R01-M1-N08-J01 10.170.1.162 00:14:5E:7D:8D:03
RS210 RSP_0 R00-M1-N14-J01 10.170.0.186 00:14:5E:7D:94:A1
RS210 RSP_0 R01-M1-N14-J01 10.170.1.186 00:14:5E:7D:96:83
RS306 RSP_0 R00-M1-N14-J00 10.170.0.185 00:14:5E:7D:94:A0
RS306 RSP_0 R01-M1-N14-J00 10.170.1.185 00:14:5E:7D:96:82
RS307 RSP_0 R00-M1-N15-J00 10.170.0.189 00:14:5E:7D:94:A6
RS307 RSP_0 R01-M1-N15-J00 10.170.1.189 00:14:5E:7D:96:84
RS310 RSP_0 R00-M0-N12-J01 10.170.0.50 00:14:5E:7D:33:E4
RS310 RSP_0 R01-M0-N12-J01 10.170.1.50 00:14:5E:7D:92:C7
RS404 RSP_0 R00-M0-N14-J00 10.170.0.57 00:14:5E:7D:94:7A
RS404 RSP_0 R01-M0-N14-J00 10.170.1.57 00:14:5E:7D:1C:CB
RS406 RSP_0 R00-M0-N15-J00 10.170.0.61 00:14:5E:7D:95:14
RS406 RSP_0 R01-M0-N15-J00 10.170.1.61 00:14:5E:7D:96:36
RS407 RSP_0 R00-M1-N12-J00 10.170.0.177 00:14:5E:7D:94:7C
RS407 RSP_0 R01-M1-N12-J00 10.170.1.177 00:14:5E:7D:33:7D
RS409 RSP_0 R00-M1-N12-J01 10.170.0.178 00:14:5E:7D:94:7D
RS409 RSP_0 R01-M1-N12-J01 10.170.1.178 00:14:5E:7D:33:7E
RS410 RSP_0 R00-M0-N12-J00 10.170.0.49 00:14:5E:7D:33:E3
RS410 RSP_0 R01-M0-N12-J00 10.170.1.49 00:14:5E:7D:92:C6
RS503 RSP_0 R00-M1-N10-J01 10.170.0.170 00:14:5E:7D:95:3F
RS503 RSP_0 R01-M1-N10-J01 10.170.1.170 00:14:5E:7D:95:DF
RS508 RSP_0 R00-M1-N15-J01 10.170.0.190 00:14:5E:7D:94:A7
RS508 RSP_0 R01-M1-N15-J01 10.170.1.190 00:14:5E:7D:96:85
RS509 RSP_0 R00-M0-N15-J01 10.170.0.62 00:14:5E:7D:95:15
RS509 RSP_0 R01-M0-N15-J01 10.170.1.62 00:14:5E:7D:96:37
DE601 RSP_0 R00-BG3-DE601 10.170.0.29 00:12:F2:C6:BB:00
DE601 RSP_0 R01-BG3-DE601 10.170.1.29 00:12:F2:C6:BB:00
DE602 RSP_0 R00-BG1-DE602 10.170.0.182 00:12:F2:C6:C1:00
DE602 RSP_0 R01-BG1-DE602 10.170.1.182 00:12:F2:C6:C1:00
DE603 RSP_0 R00-BG1-DE603 10.170.0.38 00:12:F2:C6:C1:00
DE603 RSP_0 R01-BG1-DE603 10.170.1.38 00:12:F2:C6:C1:00
DE604 RSP_0 R00-BG1-DE604 10.170.0.37 00:12:F2:C6:C1:00
DE604 RSP_0 R01-BG1-DE604 10.170.1.37 00:12:F2:C6:C1:00
DE605 RSP_0 R00-BG3-DE605 10.170.0.30 00:12:F2:C6:BB:00
DE605 RSP_0 R01-BG3-DE605 10.170.1.30 00:12:F2:C6:BB:00
FR606 RSP_0 R00-BG2-FR606 10.170.0.25 00:12:F2:C4:C6:00
FR606 RSP_0 R01-BG2-FR606 10.170.1.25 00:12:F2:C4:C6:00
SE607 RSP_0 R00-BG2-SE607 10.170.0.26 00:12:F2:C4:C6:00
SE607 RSP_0 R01-BG2-SE607 10.170.1.26 00:12:F2:C4:C6:00
UK608 RSP_0 R00-BG2-UK608 10.170.0.58 00:12:F2:C4:C6:00
UK608 RSP_0 R01-BG2-UK608 10.170.1.58 00:12:F2:C4:C6:00
